,p,BFS Time,A* Time
0,0.27,1.0846171,3.4591915
0,0.27,0.9247196,3.3983624
0,0.27,1.7518368,6.1677986
0,0.27,0.7196288,2.6822885
0,0.27,0.7884062,2.6533872
0,0.27,0.8134293,2.4039264
0,0.27,1.2464229,3.7921999
0,0.27,1.2216604,2.8333273
0,0.27,1.5018305,3.8059135
0,0.27,1.09016,2.6112854
0,0.27,1.5695798,3.5936742
0,0.27,1.2764052,3.9336754
0,0.27,1.0939197,2.6051414
0,0.27,0.9006506,1.6428758
0,0.27,1.1582009,3.9305905
0,0.27,0.8002337,2.034995
0,0.27,0.9905723,3.277531
0,0.27,1.0469374,2.8565753
0,0.27,0.8048288,2.2182759
0,0.27,0.8126235,3.327139
0,0.27,1.2207932,5.5467091
0,0.27,0.8157011,2.7166688
0,0.27,0.8922614,2.9143324
0,0.27,1.1402655,3.4966681
0,0.27,0.9226076,2.6257215
0,0.27,0.9173864,2.7455153
0,0.27,0.9508398,2.5819831
0,0.27,1.101429,2.5297779
0,0.27,0.6754135,1.9109943
0,0.28,0.9078554,2.2695934
0,0.28,0.8236791,2.8350254
0,0.28,1.1248432,3.719999
0,0.28,1.2149968,3.5615908
0,0.28,0.7001935,2.2627914
0,0.28,1.0804768,4.2492473
0,0.28,0.9893884,2.8530822
0,0.28,0.9070236,5.0944612
0,0.28,1.024313,2.7661355
0,0.28,1.0098678,2.2855914
0,0.28,1.0524687,3.1284612
0,0.28,0.9503556,3.2171034
0,0.28,0.8622287,2.1387122
0,0.28,0.7920687,2.2849063
0,0.28,0.7111426,1.8929771
0,0.28,1.1756718,3.4543669
0,0.28,0.708783,2.1210649
0,0.28,0.9009013,2.7850254
0,0.28,0.9064117,2.9388323
0,0.28,1.2948092,2.8957384
0,0.28,1.2921777,3.5118575
0,0.28,0.8033583,2.13441
0,0.28,0.9938543,2.8427628
0,0.28,0.8029278,2.9761762
0,0.28,0.8690322,2.8693792
0,0.28,0.9662108,2.9800878
0,0.28,1.5101574,4.1873859
0,0.28,0.8294794,2.5116544
0,0.28,0.79792,4.3448498
0,0.28,0.9408571,2.9493523
0,0.29,1.0376353,2.8618778
0,0.29,1.5866662,4.971004
0,0.29,0.730301,2.3889176
0,0.29,1.0125945,3.6606758
0,0.29,1.1230236,3.5691498
0,0.29,1.2637684,4.0721047
0,0.29,1.0061136,2.7419513
0,0.29,1.3053736,3.9644144
0,0.29,0.910609,2.652327
0,0.29,1.1106008,3.1343819
0,0.29,0.7644286,2.4144528
0,0.29,1.0286298,2.9014102
0,0.29,1.4252461,4.7877398
0,0.29,0.8942328,2.4162178
0,0.29,1.4156902,3.8470167
0,0.29,0.747962,2.3323504
0,0.29,1.0197858,2.9811679
0,0.29,1.1187012,3.5388392
0,0.29,1.3384753,4.1275788
0,0.29,0.8842748,2.8581408
0,0.29,1.1277313,3.4261028
0,0.29,1.2051662,3.3417874
0,0.29,1.1294012,3.731499
0,0.29,1.0087793,3.2081344
0,0.29,0.8234912,2.1862506
0,0.29,0.8893114,2.1131963
0,0.29,1.2414642,2.5345291
0,0.29,1.2938651,4.5598349
0,0.29,0.8141495,2.5825999
0,0.29,1.433352,4.2092895
0,0.3,1.175099,2.9167276
0,0.3,2.0545087,5.8662228
0,0.3,0.953611,2.8823657
0,0.3,1.5328028,4.9462703
0,0.3,1.154571,3.5016791
0,0.3,0.9237004,2.6303686
0,0.3,1.3038766,3.4614832
0,0.3,1.0229341,2.5063799
0,0.3,1.4004976,4.3216189
0,0.3,1.1510382,3.7603678
0,0.3,1.0723311,2.675285
0,0.3,1.1838437,3.2915085
0,0.3,1.4381649,4.2767293
0,0.3,0.9601113,2.8337107
0,0.3,0.9778135,2.4569729
0,0.3,1.1663237,3.7853642
0,0.3,1.4923279,4.3561182
0,0.3,1.1619838,2.9476813
0,0.3,1.2917177,4.4269641
0,0.3,1.2258911,4.1469078
0,0.3,0.871144,2.7311254
0,0.3,0.9932405,3.1257706
0,0.3,1.4723402,4.5454557
0,0.3,1.3644481,3.5301599
0,0.3,1.324117,2.9443952
0,0.3,0.9965728,3.4901376
0,0.3,1.0373752,3.1339595
0,0.3,0.9086013,2.8768422
0,0.3,1.3011146,4.1307531
0,0.3,1.7644036,5.2172407
